numberOfNodes,numberOfOperations
2204,24318943
2205,24341002
2206,24363071
2207,24385150
2208,24407239
2209,24429338
2210,24451447
2211,24473566
2212,24495695
2213,24517834
2214,24539983
2215,24562142
2216,24584311
2217,24606490
2218,24628679
2219,24650878
2220,24673087
2221,24695306
2222,24717535
2223,24739774
2224,24762023
2225,24784282
2226,24806551
2227,24828830
2228,24851119
2229,24873418
2230,24895727
2231,24918046
2232,24940375
2233,24962714
2234,24985063
2235,25007422
2236,25029791
2237,25052170
2238,25074559
2239,25096958
2240,25119367
2241,25141786
2242,25164215
2243,25186654
2244,25209103
2245,25231562
2246,25254031
2247,25276510
2248,25298999
2249,25321498
2250,25344007
2251,25366526
2252,25389055
2253,25411594
2254,25434143
2255,25456702
2256,25479271
2257,25501850
2258,25524439
2259,25547038
2260,25569647
2261,25592266
2262,25614895
2263,25637534
2264,25660183
2265,25682842
2266,25705511
2267,25728190
2268,25750879
2269,25773578
2270,25796287
2271,25819006
2272,25841735
2273,25864474
2274,25887223
2275,25909982
2276,25932751
2277,25955530
2278,25978319
2279,26001118
2280,26023927
2281,26046746
2282,26069575
2283,26092414
2284,26115263
2285,26138122
2286,26160991
2287,26183870
2288,26206759
2289,26229658
2290,26252567
2291,26275486
2292,26298415
2293,26321354
2294,26344303
2295,26367262
2296,26390231
2297,26413210
2298,26436199
2299,26459198
2300,26482207
2301,26505226
2302,26528255
2303,26551294
2304,26574343
2305,26597402
2306,26620471
2307,26643550
2308,26666639
2309,26689738
2310,26712847
2311,26735966
2312,26759095
2313,26782234
2314,26805383
2315,26828542
2316,26851711
2317,26874890
2318,26898079
2319,26921278
2320,26944487
2321,26967706
2322,26990935
2323,27014174
2324,27037423
2325,27060682
2326,27083951
2327,27107230
2328,27130519
2329,27153818
2330,27177127
2331,27200446
2332,27223775
2333,27247114
2334,27270463
2335,27293822
2336,27317191
2337,27340570
2338,27363959
2339,27387358
2340,27410767
2341,27434186
2342,27457615
2343,27481054
2344,27504503
2345,27527962
2346,27551431
2347,27574910
2348,27598399
2349,27621898
2350,27645407
2351,27668926
2352,27692455
2353,27715994
2354,27739543
2355,27763102
2356,27786671
2357,27810250
2358,27833839
2359,27857438
2360,27881047
2361,27904666
2362,27928295
2363,27951934
2364,27975583
2365,27999242
2366,28022911
2367,28046590
2368,28070279
2369,28093978
2370,28117687
2371,28141406
2372,28165135
2373,28188874
2374,28212623
2375,28236382
2376,28260151
2377,28283930
2378,28307719
2379,28331518
2380,28355327
2381,28379146
2382,28402975
2383,28426814
2384,28450663
2385,28474522
2386,28498391
2387,28522270
2388,28546159
2389,28570058
2390,28593967
2391,28617886
2392,28641815
2393,28665754
2394,28689703
2395,28713662
2396,28737631
2397,28761610
2398,28785599
2399,28809598
2400,28833607
2401,28857626
2402,28881655
2403,28905694
2404,28929743
2405,28953802
2406,28977871
2407,29001950
2408,29026039
2409,29050138
2410,29074247
2411,29098366
2412,29122495
2413,29146634
2414,29170783
2415,29194942
2416,29219111
2417,29243290
2418,29267479
2419,29291678
2420,29315887
2421,29340106
2422,29364335
2423,29388574
2424,29412823
2425,29437082
2426,29461351
2427,29485630
2428,29509919
2429,29534218
2430,29558527
2431,29582846
2432,29607175
2433,29631514
2434,29655863
2435,29680222
2436,29704591
2437,29728970
2438,29753359
2439,29777758
2440,29802167
2441,29826586
2442,29851015
2443,29875454
2444,29899903
2445,29924362
2446,29948831
2447,29973310
2448,29997799
2449,30022298
2450,30046807
2451,30071326
2452,30095855
2453,30120394
2454,30144943
2455,30169502
2456,30194071
2457,30218650
2458,30243239
2459,30267838
2460,30292447
2461,30317066
2462,30341695
2463,30366334
2464,30390983
2465,30415642
2466,30440311
2467,30464990
2468,30489679
2469,30514378
2470,30539087
2471,30563806
2472,30588535
2473,30613274
2474,30638023
2475,30662782
2476,30687551
2477,30712330
2478,30737119
2479,30761918
2480,30786727
2481,30811546
2482,30836375
2483,30861214
2484,30886063
2485,30910922
2486,30935791
2487,30960670
2488,30985559
2489,31010458
2490,31035367
2491,31060286
2492,31085215
2493,31110154
2494,31135103
2495,31160062
2496,31185031
2497,31210010
2498,31234999
2499,31259998
2500,31285007
2501,31310026
2502,31335055
2503,31360094
2504,31385143
2505,31410202
2506,31435271
2507,31460350
2508,31485439
2509,31510538
2510,31535647
2511,31560766
2512,31585895
2513,31611034
2514,31636183
2515,31661342
2516,31686511
2517,31711690
2518,31736879
2519,31762078
2520,31787287
2521,31812506
2522,31837735
2523,31862974
2524,31888223
2525,31913482
2526,31938751
2527,31964030
2528,31989319
2529,32014618
2530,32039927
2531,32065246
2532,32090575
2533,32115914
2534,32141263
2535,32166622
2536,32191991
2537,32217370
2538,32242759
2539,32268158
2540,32293567
2541,32318986
2542,32344415
2543,32369854
2544,32395303
2545,32420762
2546,32446231
2547,32471710
2548,32497199
2549,32522698
2550,32548207
2551,32573726
2552,32599255
2553,32624794
2554,32650343
2555,32675902
2556,32701471
2557,32727050
2558,32752639
2559,32778238
2560,32803847
2561,32829466
2562,32855095
2563,32880734
2564,32906383
2
