numberOfNodes,numberOfOperations
4192,87923015
4193,87964954
4194,88006903
4195,88048862
4196,88090831
4197,88132810
4198,88174799
4199,88216798
4200,88258807
4201,88300826
4202,88342855
4203,88384894
4204,88426943
4205,88469002
4206,88511071
4207,88553150
4208,88595239
4209,88637338
4210,88679447
4211,88721566
4212,88763695
4213,88805834
4214,88847983
4215,88890142
4216,88932311
4217,88974490
4218,89016679
4219,89058878
4220,89101087
4221,89143306
4222,89185535
4223,89227774
4224,89270023
4225,89312282
4226,89354551
4227,89396830
4228,89439119
4229,89481418
4230,89523727
4231,89566046
4232,89608375
4233,89650714
4234,89693063
4235,89735422
4236,89777791
4237,89820170
4238,89862559
4239,89904958
4240,89947367
4241,89989786
4242,90032215
4243,90074654
4244,90117103
4245,90159562
4246,90202031
4247,90244510
4248,90286999
4249,90329498
4250,90372007
4251,90414526
4252,90457055
4253,90499594
4254,90542143
4255,90584702
4256,90627271
4257,90669850
4258,90712439
4259,90755038
4260,90797647
4261,90840266
4262,90882895
4263,90925534
4264,90968183
4265,91010842
4266,91053511
4267,91096190
4268,91138879
4269,91181578
4270,91224287
4271,91267006
4272,91309735
4273,91352474
4274,91395223
4275,91437982
4276,91480751
4277,91523530
4278,91566319
4279,91609118
4280,91651927
4281,91694746
4282,91737575
4283,91780414
4284,91823263
4285,91866122
4286,91908991
4287,91951870
4288,91994759
4289,92037658
4290,92080567
4291,92123486
4292,92166415
4293,92209354
4294,92252303
4295,92295262
4296,92338231
4297,92381210
4298,92424199
4299,92467198
4300,92510207
4301,92553226
4302,92596255
4303,92639294
4304,92682343
4305,92725402
4306,92768471
4307,92811550
4308,92854639
4309,92897738
4310,92940847
4311,92983966
4312,93027095
4313,93070234
4314,93113383
4315,93156542
4316,93199711
4317,93242890
4318,93286079
4319,93329278
4320,93372487
4321,93415706
4322,93458935
4323,93502174
4324,93545423
4325,93588682
4326,93631951
4327,93675230
4328,93718519
4329,93761818
4330,93805127
4331,93848446
4332,93891775
4333,93935114
4334,93978463
4335,94021822
4336,94065191
4337,94108570
4338,94151959
4339,94195358
4340,94238767
4341,94282186
4342,94325615
4343,94369054
4344,94412503
4345,94455962
4346,94499431
4347,94542910
4348,94586399
4349,94629898
4350,94673407
4351,94716926
4352,94760455
4353,94803994
4354,94847543
4355,94891102
4356,94934671
4357,94978250
4358,95021839
4359,95065438
4360,95109047
4361,95152666
4362,95196295
4363,95239934
4364,95283583
4365,95327242
4366,95370911
4367,95414590
4368,95458279
4369,95501978
4370,95545687
4371,95589406
4372,95633135
4373,95676874
4374,95720623
4375,95764382
4376,95808151
4377,95851930
4378,95895719
4379,95939518
4380,95983327
4381,96027146
4382,96070975
4383,96114814
4384,96158663
4385,96202522
4386,96246391
4387,96290270
4388,96334159
4389,96378058
4390,96421967
4391,96465886
4392,96509815
4393,96553754
4394,96597703
4395,96641662
4396,96685631
4397,96729610
4398,96773599
4399,96817598
4400,96861607
4401,96905626
4402,96949655
4403,96993694
4404,97037743
4405,97081802
4406,97125871
4407,97169950
4408,97214039
4409,97258138
4410,97302247
4411,97346366
4412,97390495
4413,97434634
4414,97478783
4415,97522942
4416,97567111
4417,97611290
4418,97655479
4419,97699678
4420,97743887
4421,97788106
4422,97832335
4423,97876574
4424,97920823
4425,97965082
4426,98009351
4427,98053630
4428,98097919
4429,98142218
4430,98186527
4431,98230846
4432,98275175
4433,98319514
4434,98363863
4435,98408222
4436,98452591
4437,98496970
4438,98541359
4439,98585758
4440,98630167
4441,98674586
4442,98719015
4443,98763454
4444,98807903
4445,98852362
4446,98896831
4447,98941310
4448,98985799
4449,99030298
4450,99074807
4451,99119326
4452,99163855
4453,99208394
4454,99252943
4455,99297502
4456,99342071
4457,99386650
4458,99431239
4459,99475838
4460,99520447
4461,99565066
4462,99609695
4463,99654334
4464,99698983
4465,99743642
4466,99788311
4467,99832990
4468,99877679
4469,99922378
4470,99967087
4471,100011806
4472,100056535
4473,100101274
4474,100146023
4475,100190782
4476,100235551
4477,100280330
4478,100325119
4479,100369918
4480,100414727
4481,100459546
4482,100504375
4483,100549214
4484,100594063
4485,100638922
4486,100683791
4487,100728670
4488,100773559
4489,100818458
4490,100863367
4491,100908286
4492,100953215
4493,100998154
4494,101043103
4495,101088062
4496,101133031
4497,101178010
4498,101222999
4499,101267998
4500,101313007
4501,101358026
4502,101403055
4503,101448094
4504,101493143
4505,101538202
4506,101583271
4507,101628350
4508,101673439
4509,101718538
4510,101763647
4511,101808766
4512,101853895
4513,101899034
4514,101944183
4515,101989342
4516,102034511
4517,102079690
4518,102124879
4519,102170078
4520,102215287
4521,102260506
4522,102305735
4523,102350974
4524,102396223
4525,102441482
4526,102486751
4527,102532030
4528,102577319
4529,102622618
4530,102667927
4531,102713246
4532,102758575
4533,102803914
4534,102849263
4535,102894622
4536,102939991
4537,102985370
4538,103030759
4539,103076158
4540,103121567
4541,103166986
4542,103212415
4543,103257854
4544,103303303
4545,103348762
4546,103394231
4547,103439710
4548,103485199
4549,103530698
4550,103576207
4551,103621726
4552,103667255
4553,103712794
4554,103758343
4555,103803902
4556,103849471
4557,103895050
4558,103940639
4559,103986238
4560,104031847
4561,104077466
4562,104123095
4563,104168734
4564,104214383
4565,104260042
4566,104305711
4567,104351390
4568,104397079
4569,104442778
4570,104488487
4571,104534206
4572,104579935
4573,104625674
4574,104671423
4575,104717182
4576,104762951
4577,104808730
4578,104854519
4579,104900318
4580,104946127
4581,104991946
4582,105037775
4583,105083614
4584,105129463
4585,105175322
4586,105221191
4587,105267070
4588,105312959
4589,105358858
4590,105404767
4591,105450686
4592,105496615
4593,105542554
4594,105588503
4595,105634462
4596,105680431
4597,105726410
4598,105772399
4599,105818398
4600,105864407
4601,105910426
4602,105956455
4603,106002494
4604,106048543
4605,106094602
4606,106140671
4607,106186750
4608,106232839
4609,106278938
4610,106325047
4611,106371166
4612,106417295
4613,106463434
4614,106509583
4615,106555742
4616,106601911
4617,106648090
4618,106694279
4619,106740478
4620,106786687
4621,106832906
4622,106879135
4623,106925374
4624,106971623
4625,107017882
4626,107064151
4627,107110430
4628,107156719
4629,107203018
4630,107249327
4631,107295646
4632,107341975
4633,107388314
4634,107434663
4635,107481022
4636,107527391
4637,107573770
4638,107620159
4639,107666558
4640,107712967
4641,107759386
4642,107805815
4643,107852254
4644,107898703
4645,107945162
4646,107991631
4647,108038110
4648,108084599
4649,108131098
4650,108177607
4651,108224126
4652,108270655
4653,108317194
4654,108363743
4655,108410302
4656,108456871
4657,108503450
4658,108550039
4659,108596638
4660,108643247
4661,108689866
4662,108736495
4663,108783134
4664,108829783
4665,108876442
4666,108923111
4667,108969790
4668,109016479
4669,109063178
4670,109109887
4671,109156606
4672,109203335
4673,109250074
4674,109296823
4675,109343582
4676,109390351
4677,109437130
4678,109483919
4679,109530718
4680,109577527
4681,109624346
4682,109671175
4683,109718014
4684,109764863
4685,109811722
4686,109858591
4687,109905470
4688,109952359
4689,109999258
4690,110046167
4691,110093086
4692,110140015
4693,110186954
4694,110233903
4695,110280862
4696,110327831
4697,110374810
4698,110421799
4699,110468798
4700,110515807
4701,110562826
4702,110609855
4703,110656894
4704,110703943
4705,110751002
4706,110798071
4707,110845150
4708,110892239
4709,110939338
4710,110986447
4711,111033566
4712,111080695
4713,111127834
4714,111174983
4715,111222142
4716,111269311
4717,111316490
4718,111363679
4719,111410878
4720,111458087
4721,111505306
4722,111552535
4723,111599774
4724,111647023
4725,111694282
4726,111741551
4727,111788830
4728,111836119
4729,111883418
4730,111930727
4731,111978046
4732,112025375
4733,112072714
4734,112120063
4735,112167422
4736,112214791
4737,112262170
4738,112309559
4739,112356958
4740,112404367
4741,112451786
4742,112499215
4743,112546654
4744,112594103
4745,112641562
4746,112689031
4747,112736510
4748,112783999
4749,112831498
4750,112879007
4751,112926526
4752,112974055
4753,113021594
4754,113069143
4755,113116702
4756,113164271
4757,113211850
4758,113259439
4759,113307038
4760,113354647
4761,113402266
4762,113449895
4763,113497534
4764,113545183
4765,113592842
4766,113640511
4767,113688190
4768,113735879
4769,113783578
4770,113831287
4771,113879006
4772,113926735
4773,113974474
4774,114022223
4775,114069982
4776,114117751
4777,114165530
4778,114213319
4779,114261118
4780,114308927
4781,114356746
4782,114404575
4783,114452414
4784,114500263
4785,114548122
4786,114595991
4787,114643870
4788,114691759
4789,114739658
4790,114787567
4791,114835486
4792,114883415
4793,114931354
4794,114979303
4795,115027262
4796,115075231
4797,115123210
4798,115171199
4799,115219198
4800,115267207
4801,115315226
4802,115363255
4803,115411294
4804,115459343
4805,115507402
4806,115555471
4807,115603550
4808,115651639
4809,115699738
4810,115747847
4811,115795966
4812,115844095
4813,115892234
4814,115940383
4815,115988542
4816,116036711
4817,116084890
4818,116133079
4819,116181278
4820,116229487
4821,116277706
4822,116325935
4823,116374174
4824,116422423
4825,116470682
4826,116518951
4827,116567230
4828,116615519
4829,116663818
4830,116712127
4831,116760446
4832,116808775
4833,116857114
4834,116905463
4835,116953822
4836,117002191
4837,117050570
4838,117098959
4839,117147358
4840,117195767
4841,117244186
4842,117292615
4843,117341054
4844,117389503
4845,117437962
4846,117486431
4847,117534910
4848,117583399
4849,117631898
4850,117680407
4851,117728926
4852,117777455
4853,117825994
4854,117874543
4855,117923102
4856,117971671
4857,118020250
4858,118068839
4859,118117438
4860,118166047
4861,118214666
4862,118263295
4863,118311934
4864,118360583
4865,118409242
4866,118457911
4867,118506590
4868,118555279
4869,118603978
4870,118652687
4871,118701406
4872,118750135
4873,118798874
4874,118847623
4875,118896382
4876,118945151
4877,118993930
4878,119042719
4879,119091518
4880,119140327
4881,119189146
4882,119237975
4883,119286814
4884,119335663
4885,119384522
4886,119433391
4887,119482270
4888,119531159
4889,119580058
4890,119628967
4891,119677886
4892,119726815
4893,119775754
4894,119824703
4895,119873662
4896,119922631
4897,119971610
4898,120020599
4899,120069598
4900,120118607
4901,120167626
4902,120216655
4903,120265694
4904,120314743
4905,120363802
4906,120412871
4907,120461950
4908,120511039
4909,120560138
4910,120609247
4911,120658366
4912,120707495
4913,120756634
4914,120805783
4915,120854942
4916,120904111
4917,120953290
4918,121002479
4919,121051678
4920,121100887
4921,121150106
4922,121199335
4923,121248574
4924,121297823
4925,121347082
4926,121396351
4927,121445630
4928,121494919
4929,121544218
4930,121593527
4931,121642846
4932,121692175
4933,121741514
4934,121790863
4935,121840222
4936,121889591
4937,121938970
4938,121988359
4939,122037758
4940,122087167
4941,122136586
4942,122186015
4943,122235454
4944,122284903
4945,122334362
4946,122383831
4947,122433310
4948,122482799
4949,122532298
4950,122581807
4951,122631326
4952,122680855
4953,122730394
4954,122779943
4955,122829502
4956,122879071
4957,122928650
4958,122978239
4959,123027838
4960,123077447
4961,123127066
4962,123176695
4963,123226334
4964,123275983
4965,123325642
4966,123375311
4967,123424990
4968,123474679
4969,123524378
4970,123574087
4971,123623806
4972,123673535
4973,123723274
4974,123773023
4975,123822782
4976,123872551
4977,123922330
4978,123972119
4979,124021918
4980,124071727
4981,124121546
4982,124171375
4983,124221214
4984,124271063
4985,124320922
4986,124370791
4987,124420670
4988,124470559
4989,124520458
4990,124570367
4991,124620286
4992,124670215
4993,124720154
4994,124770103
4995,124820062
4996,124870031
4997,124920010
4998,124969999
4999,125019998
5000,125070007
5001,125120026
5002,125170055
5003,125220094
5004,125270143
5005,125320202
5006,125370271
5007,125420350
5008,125470439
5009,125520538
5010,125570647
5011,125620766
5012,125670895
5013,125721034
5014,125771183
5015,125821342
5016,125871511
5017,125921690
5018,125971879
5019,126022078
5020,126072287
5021,126122506
5022,126172735
5023,126222974
5024,126273223
5025,126323482
5026,126373751
5027,126424030
5028,126474319
5029,126524618
5030,126574927
5031,126625246
5032,126675575
5033,126725914
5034,126776263
5035,126826622
5036,126876991
5037,126927370
5038,126977759
5039,127028158
5040,127078567
5041,127128986
5042,127179415
5043,127229854
5044,127280303
5045,127330762
5046,127381231
5047,127431710
5048,127482199
5049,127532698
5050,127583207
5051,127633726
5052,127684255
5053,127734794
5054,127785343
5055,127835902
5056,127886471
5057,127937050
5058,127987639
5059,128038238
5060,128088847
5061,128139466
5062,128190095
5063,128240734
5064,128291383
5065,128342042
5066,128392711
5067,128443390
5068,128494079
5069,128544778
5070,128595487
5071,128646206
5072,128696935
5073,128747674
5074,128798423
5075,128849182
5076,128899951
5077,128950730
5078,129001519
5079,129052318
5080,129103127
5081,129153946
5082,129204775
5083,129255614
5084,129306463
5085,129357322
5086,129408191
5087,129459070
5088,129509959
5089,129560858
5090,129611767
5091,129662686
5092,129713615
5093,129764554
5094,129815503
5095,129866462
5096,129917431
5097,129968410
5098,130019399
5099,130070398
5100,130121407
5101,130172426
5102,130223455
5103,130274494
5104,130325543
5105,130376602
5106,130427671
5107,130478750
5108,130529839
5109,130580938
5110,130632047
5111,130683166
5112,130734295
5113,130785434
5114,130836583
5115,130887742
5116,130938911
5117,130990090
5118,131041279
5119,131092478
5120,131143687
5121,131194906
5122,131246135
5123,131297374
5124,131348623
5125,131399882
5126,131451151
5127,131502430
5128,131553719
5129,131605018
5130,131656327
5131,131707646
5132,131758975
5133,131810314
5134,131861663
5135,131913022
5136,131964391
5137,132015770
5138,132067159
5139,132118558
5140,132169967
5141,132221386
5142,132272815
5143,132324254
5144,132375703
5145,132427162
5146,132478631
5147,132530110
5148,132581599
5149,132633098
5150,132684607
5151,132736126
5152,132787655
5153,132839194
5154,132890743
5155,132942302
5156,132993871
5157,133045450
5158,133097039
5159,133148638
5160,133200247
5161,133251866
5162,133303495
5163,133355134
5164,133406783
5165,133458442
5166,133510111
5167,133561790
5168,133613479
5169,133665178
5170,133716887
5171,133768606
5172,133820335
5173,133872074
5174,133923823
5175,133975582
5176,134027351
5177,134079130
5178,134130919
5179,134182718
5180,134234527
5181,134286346
5182,134338175
5183,134390014
5184,134441863
5185,134493722
5186,134545591
5187,134597470
5188,134649359
5189,134701258
5190,134753167
5191,134805086
5192,134857015
5193,134908954
5194,134960903
5195,135012862
5196,135064831
5197,135116810
5198,135168799
5199,135220798
5200,135272807
5201,135324826
5202,135376855
5203,135428894
5204,135480943
5205,135533002
5206,135585071
5207,135637150
5208,135689239
5209,135741338
5210,135793447
5211,135845566
5212,135897695
5213,135949834
5214,136001983
5215,136054142
5216,136106311
5217,136158490
5218,136210679
5219,136262878
5220,136315087
5221,136367306
5222,136419535
5223,136471774
5224,136524023
5225,136576282
5226,136628551
5227,136680830
5228,136733119
5229,136785418
5230,136837727
5231,136890046
5232,136942375
5233,136994714
5234,137047063
5235,137099422
5236,137151791
5237,137204170
5238,137256559
5239,137308958
5240,137361367
5241,137413786
5242,137466215
5243,137518654
5244,137571103
5245,137623562
5246,137676031
5247,137728510
5248,137780999
5249,137833498
5250,137886007
5251,137938526
5252,137991055
5253,138043594
5254,138096143
5255,138148702
5256,138201271
5257,138253850
5258,138306439
5259,138359038
5260,138411647
5261,138464266
5262,138516895
5263,138569534
5264,138622183
5265,138674842
5266,138727511
5267,138780190
5268,138832879
5269,138885578
5270,138938287
5271,138991006
5272,139043735
5273,139096474
5274,139149223
5275,139201982
5276,139254751
5277,139307530
5278,139360319
5279,139413118
5280,139465927
5281,139518746
5282,139571575
5283,139624414
5284,139677263
5285,139730122
5286,139782991
5287,139835870
5288,139888759
5289,139941658
5290,139994567
5291,140047486
5292,140100415
5293,140153354
5294,140206303
5295,140259262
5296,140312231
5297,140365210
5298,140418199
5299,140471198
5300,140524207
5301,140577226
5302,140630255
5303,140683294
5304,140736343
5305,140789402
5306,140842471
5307,140895550
5308,140948639
5309,141001738
5310,141054847
5311,141107966
5312,141161095
5313,141214234
5314,141267383
5315,141320542
5316,141373711
5317,141426890
5318,141480079
5319,141533278
5320,141586487
5321,141639706
5322,141692935
5323,141746174
5324,141799423
5325,141852682
5326,141905951
5327,141959230
5328,142012519
5329,142065818
5330,142119127
5331,142172446
5332,142225775
5333,142279114
5334,142332463
5335,142385822
5336,142439191
5337,142492570
5338,142545959
5339,142599358
5340,142652767
5341,142706186
5342,142759615
5343,142813054
5344,142866503
5345,142919962
5346,142973431
5347,143026910
5348,143080399
5349,143133898
5350,143187407
5351,143240926
5352,143294455
5353,143347994
5354,143401543
5355,143455102
5356,143508671
5357,143562250
5358,143615839
5359,143669438
5360,143723047
5361,143776666
5362,143830295
5363,143883934
5364,143937583
5365,143991242
5366,144044911
5367,144098590
5368,144152279
5369,144205978
5370,144259687
5371,144313406
5372,144367135
5373,144420874
5374,144474623
5375,144528382
5376,144582151
5377,144635930
5378,144689719
5379,144743518
5380,144797327
5381,144851146
5382,144904975
5383,144958814
5384,145012663
5385,145066522
5386,145120391
5387,145174270
5388,145228159
5389,145282058
5390,145335967
5391,145389886
5392,145443815
5393,145497754
5394,145551703
5395,145605662
5396,145659631
5397,145713610
5398,145767599
5399,145821598
5400,145875607
5401,145929626
5402,145983655
5403,146037694
5404,146091743
5405,146145802
5406,146199871
5407,146253950
5408,146308039
5409,146362138
5410,146416247
5411,146470366
5412,146524495
5413,146578634
5414,146632783
5415,146686942
5416,146741111
5417,146795290
5418,146849479
5419,146903678
5420,146957887
5421,147012106
5422,147066335
5423,147120574
5424,147174823
5425,147229082
5426,147283351
5427,147337630
5428,147391919
5429,147446218
5430,147500527
5431,147554846
5432,147609175
5433,147663514
5434,147717863
5435,147772222
5436,147826591
5437,147880970
5438,147935359
5439,147989758
5440,148044167
5441,148098586
5442,148153015
5443,148207454
5444,148261903
5445,148316362
5446,148370831
5447,148425310
5448,148479799
5449,148534298
5450,148588807
5451,148643326
5452,148697855
5453,148752394
5454,148806943
5455,148861502
5456,148916071
5457,148970650
5458,149025239
5459,149079838
5460,149134447
5461,149189066
5462,149243695
5463,149298334
5464,149352983
5465,149407642
5466,149462311
5467,149516990
5468,149571679
5469,149626378
5470,149681087
5471,149735806
5472,149790535
5473,149845274
5474,149900023
5475,149954782
5476,150009551
5477,150064330
5478,150119119
5479,150173918
5480,150228727
5481,150283546
5482,150338375
5483,150393214
5484,150448063
5485,150502922
5486,150557791
5487,150612670
5488,150667559
5489,150722458
5490,150777367
5491,150832286
5492,150887215
5493,150942154
5494,150997103
5495,151052062
5496,151107031
5497,151162010
5498,151216999
5499,151271998
5500,151327007
5501,151382026
5502,151437055
5503,151492094
5504,151547143
5505,151602202
5506,151657271
5507,151712350
5508,151767439
5509,151822538
5510,151877647
5511,151932766
5512,151987895
5513,152043034
5514,152098183
5515,152153342
5516,152208511
5517,152263690
5518,152318879
5519,152374078
5520,152429287
5521,152484506
5522,152539735
5523,152594974
5524,152650223
5525,152705482
5526,152760751
5527,152816030
5528,152871319
5529,152926618
5530,152981927
5531,153037246
5532,153092575
5533,153147914
5534,153203263
5535,153258622
5536,153313991
5537,153369370
5538,153424759
5539,153480158
5540,153535567
5541,153590986
5542,153646415
5543,153701854
5544,153757303
5545,153812762
5546,153868231
5547,153923710
5548,153979199
5549,154034698
5550,154090207
5551,154145726
5552,154201255
5553,154256794
5554,154312343
5555,154367902
5556,154423471
5557,154479050
5558,154534639
5559,154590238
5560,154645847
5561,154701466
5562,154757095
5563,154812734
5564,154868383
5565,154924042
5566,154979711
5567,155035390
5568,155091079
5569,155146778
5570,155202487
5571,155258206
5572,155313935
5573,155369674
5574,155425423
5575,155481182
5576,155536951
5577,155592730
5578,155648519
5579,155704318
5580,155760127
5581,155815946
5582,155871775
5583,155927614
5584,155983463
5585,156039322
5586,156095191
5587,156151070
5588,156206959
5589,156262858
5590,156318767
5591,156374686
5592,156430615
5593,156486554
5594,156542503
5595,156598462
5596,156654431
5597,156710410
5598,156766399
5599,156822398
5600,156878407
5601,156934426
5602,156990455
5603,157046494
5604,157102543
5605,157158602
5606,157214671
5607,157270750
5608,157326839
5609,157382938
5610,157439047
5611,157495166
5612,157551295
5613,157607434
5614,157663583
5615,157719742
5616,157775911
5617,157832090
5618,157888279
5619,157944478
5620,158000687
5621,158056906
5622,158113135
5623,158169374
5624,158225623
5625,158281882
5626,158338151
5627,158394430
5628,158450719
5629,158507018
5630,158563327
5631,158619646
5632,158675975
5633,158732314
5634,158788663
5635,158845022
5636,158901391
5637,158957770
5638,159014159
5639,159070558
5640,159126967
5641,159183386
5642,159239815
5643,159296254
5644,159352703
5645,159409162
5646,159465631
5647,159522110
5648,159578599
5649,159635098
5650,159691607
5651,159748126
5652,159804655
5653,159861194
5654,159917743
5655,159974302
5656,160030871
5657,160087450
5658,160144039
5659,160200638
5660,160257247
5661,160313866
5662,160370495
5663,160427134
5664,160483783
5665,160540442
5666,160597111
5667,160653790
5668,160710479
5669,160767178
5670,160823887
5671,160880606
5672,160937335
5673,160994074
5674,161050823
5675,161107582
5676,161164351
5677,161221130
5678,161277919
5679,161334718
5680,161391527
5681,161448346
5682,161505175
5683,161562014
5684,161618863
5685,161675722
5686,161732591
5687,161789470
5688,161846359
5689,161903258
5690,161960167
5691,162017086
5692,162074015
5693,162130954
5694,162187903
5695,162244862
5696,162301831
5697,162358810
5698,162415799
5699,162472798
5700,162529807
5701,162586826
5702,162643855
5703,162700894
5704,162757943
5705,162815002
5706,162872071
5707,162929150
5708,162986239
5709,163043338
5710,163100447
5711,163157566
5712,163214695
5713,163271834
5714,163328983
5715,163386142
5716,163443311
5717,163500490
5718,163557679
5719,163614878
5720,163672087
5721,163729306
5722,163786535
5723,163843774
5724,163901023
5725,163958282
5726,164015551
5727,164072830
5728,164130119
5729,164187418
5730,164244727
5731,164302046
5732,164359375
5733,164416714
5734,164474063
5735,164531422
5736,164588791
5737,164646170
5738,164703559
5739,164760958
5740,164818367
5741,164875786
5742,164933215
5743,164990654
5744,165048103
5745,165105562
5746,165163031
5747,165220510
5748,165277999
5749,165335498
5750,165393007
5751,165450526
5752,165508055
5753,165565594
5754,165623143
5755,165680702
5756,165738271
5757,165795850
5758,165853439
5759,165911038
5760,165968647
5761,166026266
5762,166083895
5763,166141534
5764,166199183
5765,166256842
5766,166314511
5767,166372190
5768,166429879
5769,166487578
5770,166545287
5771,166603006
5772,166660735
5773,166718474
5774,166776223
5775,166833982
5776,166891751
5777,166949530
5778,167007319
5779,167065118
5780,167122927
5781,167180746
5782,167238575
5783,167296414
5784,167354263
5785,167412122
5786,167469991
5787,167527870
5788,167585759
5789,167643658
5790,167701567
5791,167759486
5792,167817415
5793,167875354
5794,167933303
5795,167991262
5796,168049231
5797,168107210
5798,168165199
5799,168223198
5800,168281207
5801,168339226
5802,168397255
5803,168455294
5804,168513343
5805,168571402
5806,168629471
5807,168687550
5808,168745639
5809,168803738
5810,168861847
5811,168919966
5812,168978095
5813,169036234
5814,169094383
5815,169152542
5816,169210711
5817,169268890
5818,169327079
5819,169385278
5820,169443487
5821,169501706
5822,169559935
5823,169618174
5824,169676423
5825,169734682
5826,169792951
5827,169851230
5828,169909519
5829,169967818
5830,170026127
5831,170084446
5832,170142775
5833,170201114
5834,170259463
5835,170317822
5836,170376191
5837,170434570
5838,170492959
5839,170551358
5840,170609767
5841,170668186
5842,170726615
5843,170785054
5844,170843503
5845,170901962
5846,170960431
5847,171018910
5848,171077399
5849,171135898
5850,171194407
5851,171252926
5852,171311455
5853,171369994
5854,171428543
5855,171487102
5856,171545671
5857,171604250
5858,171662839
5859,171721438
5860,171780047
5861,171838666
5862,171897295
5863,171955934
5864,172014583
5865,172073242
5866,172131911
5867,172190590
5868,172249279
5869,172307978
5870,172366687
5871,172425406
5872,172484135
5873,172542874
5874,172601623
5875,172660382
5876,172719151
5877,172777930
5878,172836719
5879,172895518
5880,172954327
5881,173013146
5882,173071975
5883,173130814
5884,173189663
5885,173248522
5886,173307391
5887,173366270
5888,173425159
5889,173484058
5890,173542967
5891,173601886
5892,173660815
5893,173719754
5894,173778703
5895,173837662
5896,173896631
5897,173955610
5898,174014599
5899,174073598
5900,174132607
5901,174191626
5902,174250655
5903,174309694
5904,174368743
5905,174427802
5906,174486871
5907,174545950
5908,174605039
5909,174664138
5910,174723247
5911,174782366
5912,174841495
5913,174900634
5914,174959783
5915,175018942
5916,175078111
5917,175137290
5918,175196479
5919,175255678
5920,175314887
5921,175374106
5922,175433335
5923,175492574
5924,175551823
5925,175611082
5926,175670351
5927,175729630
5928,175788919
5929,175848218
5930,175907527
5931,175966846
5932,176026175
5933,176085514
5934,176144863
5935,176204222
5936,176263591
5937,176322970
5938,176382359
5939,176441758
5940,176501167
5941,176560586
5942,176620015
5943,176679454
5944,176738903
5945,176798362
5946,176857831
5947,176917310
5948,176976799
5949,177036298
5950,177095807
5951,177155326
5952,177214855
5953,177274394
5954,177333943
5955,177393502
5956,177453071
5957,177512650
5958,177572239
5959,177631838
5960,177691447
5961,177751066
5962,177810695
5963,177870334
5964,177929983
5965,177989642
5966,178049311
5967,178108990
5968,178168679
5969,178228378
5970,178288087
5971,178347806
5972,178407535
5973,178467274
5974,178527023
5975,178586782
5976,178646551
5977,178706330
5978,178766119
5979,178825918
5980,178885727
5981,178945546
5982,179005375
5983,179065214
5984,179125063
5985,179184922
5986,179244791
5987,179304670
5988,179364559
5989,179424458
5990,179484367
5991,179544286
5992,179604215
5993,179664154
5994,179724103
5995,179784062
5996,179844031
5997,179904010
5998,179963999
5999,180023998
6000,180084007
6001,180144026
6002,180204055
6003,180264094
6004,180324143
6005,180384202
6006,180444271
6007,180504350
6008,180564439
6009,180624538
6010,180684647
6011,180744766
6012,180804895
6013,180865034
6014,180925183
6015,180985342
6016,181045511
6017,181105690
6018,181165879
6019,181226078
6020,181286287
6021,181346506
6022,181406735
6023,181466974
6024,181527223
6025,181587482
6026,181647751
6027,181708030
6028,181768319
6029,181828618
6030,181888927
6031,181949246
6032,182009575
6033,182069914
6034,182130263
6035,182190622
6036,182250991
6037,182311370
6038,182371759
6039,182432158
6040,182492567
6041,182552986
6042,182613415
6043,182673854
6044,182734303
6045,182794762
6046,182855231
6047,182915710
6048,182976199
6049,183036698
6050,183097207
6051,183157726
6052,183218255
6053,183278794
6054,183339343
6055,183399902
6056,183460471
6057,183521050
6058,183581639
6059,183642238
6060,183702847
6061,183763466
6062,183824095
6063,183884734
6064,183945383
6065,184006042
6066,184066711
6067,184127390
6068,184188079
6069,184248778
6070,184309487
6071,184370206
6072,184430935
6073,184491674
6074,184552423
6075,184613182
6076,184673951
6077,184734730
6078,184795519
6079,184856318
6080,184917127
6081,184977946
6082,185038775
6083,185099614
6084,185160463
6085,185221322
6086,185282191
6087,185343070
6088,185403959
6089,185464858
6090,185525767
6091,185586686
6092,185647615
6093,185708554
6094,185769503
6095,185830462
6096,185891431
6097,185952410
6098,186013399
6099,186074398
6100,186135407
6101,186196426
6102,186257455
6103,186318494
6104,186379543
6105,186440602
6106,186501671
6107,186562750
6108,186623839
6109,186684938
6110,186746047
6111,186807166
6112,186868295
6113,186929434
6114,186990583
6115,187051742
6116,187112911
6117,187174090
6118,187235279
6119,187296478
6120,187357687
6121,187418906
6122,187480135
6123,187541374
6124,187602623
6125,187663882
6126,187725151
6127,187786430
6128,187847719
6129,187909018
6130,187970327
6131,188031646
6132,188092975
6133,188154314
6134,188215663
6135,188277022
6136,188338391
6137,188399770
6138,188461159
6139,188522558
6140,188583967
6141,188645386
6142,188706815
6143,188768254
6144,188829703
6145,188891162
6146,188952631
6147,189014110
6148,189075599
6149,189137098
6150,189198607
6151,189260126
6152,189321655
6153,189383194
6154,189444743
6155,189506302
6156,189567871
6157,189629450
6158,189691039
6159,189752638
6160,189814247
6161,189875866
6162,189937495
6163,189999134
6164,190060783
6165,190122442
6166,190184111
6167,190245790
6168,190307479
6169,190369178
6170,190430887
6171,190492606
6172,190554335
6173,190616074
6174,190677823
6175,190739582
6176,190801351
6177,190863130
6178,190924919
6179,190986718
6180,191048527
6181,191110346
6182,191172175
6183,191234014
6184,191295863
6185,191357722
6186,191419591
6187,191481470
6188,191543359
