numberOfNodes,numberOfOperations
2195,24120862
2196,24142831
2197,24164810
2198,24186799
2199,24208798
2200,24230807
2201,24252826
2202,24274855
2203,24296894
2204,24318943
2205,24341002
2206,24363071
2207,24385150
2208,24407239
2209,24429338
2210,24451447
2211,24473566
2212,24495695
2213,24517834
2214,24539983
2215,24562142
2216,24584311
2217,24606490
2218,24628679
2219,24650878
2220,24673087
2221,24695306
2222,24717535
2223,24739774
2224,24762023
2225,24784282
2226,24806551
2227,24828830
2228,24851119
2229,24873418
2230,24895727
2231,24918046
2232,24940375
2233,24962714
2234,24985063
2235,25007422
2236,25029791
2237,25052170
2238,25074559
2239,25096958
2240,25119367
2241,25141786
2242,25164215
2243,25186654
2244,25209103
2245,25231562
2246,25254031
2247,25276510
2248,25298999
2249,25321498
2250,25344007
2251,25366526
2252,25389055
2253,25411594
2254,25434143
2255,25456702
2256,25479271
2257,25501850
2258,25524439
2259,25547038
2260,25569647
2261,25592266
2262,25614895
2263,25637534
2264,25660183
2265,25682842
2266,25705511
2267,25728190
2268,25750879
2269,25773578
2270,25796287
2271,25819006
2272,25841735
2273,25864474
2274,25887223
2275,25909982
2276,25932751
2277,25955530
2278,25978319
2279,26001118
2280,26023927
2281,26046746
2282,26069575
2283,26092414
2284,26115263
2285,26138122
2286,26160991
2287,26183870
2288,26206759
2289,26229658
2290,26252567
2291,26275486
2292,26298415
2293,26321354
2294,26344303
2295,26367262
2296,26390231
2297,26413210
2298,26436199
2299,26459198
2300,26482207
2301,26505226
2302,26528255
2303,26551294
2304,26574343
2305,26597402
2306,26620471
2307,26643550
2308,26666639
2309,26689738
2310,26712847
2311,26735966
2312,26759095
2313,26782234
2314,26805383
2315,26828542
2316,26851711
2317,26874890
2318,26898079
2319,26921278
2320,26944487
2321,26967706
2322,26990935
2323,27014174
2324,27037423
2325,27060682
2326,27083951
2327,27107230
2328,27130519
2329,27153818
2330,27177127
2331,27200446
2332,27223775
2333,27247114
2334,27270463
2335,27293822
2336,27317191
2337,27340570
2338,27363959
2339,27387358
2340,27410767
2341,27434186
2342,27457615
2343,27481054
2344,27504503
2345,27527962
2346,27551431
2347,27574910
2348,27598399
2349,27621898
2350,27645407
2351,27668926
2352,27692455
2353,27715994
2354,27739543
2355,27763102
2356,27786671
2357,27810250
2358,27833839
2359,27857438
2360,27881047
2361,27904666
2362,27928295
2363,27951934
2364,27975583
2365,27999242
2366,28022911
2367,28046590
2368,28070279
2369,28093978
2370,28117687
2371,28141406
2372,28165135
2373,28188874
2374,28212623
2375,28236382
2376,28260151
2377,28283930
2378,28307719
2379,28331518
2380,28355327
2381,28379146
2382,28402975
2383,28426814
2384,28450663
2385,28474522
2386,28498391
2387,28522270
2388,28546159
2389,28570058
2390,28593967
2391,28617886
2392,28641815
2393,28665754
2394,28689703
2395,28713662
2396,28737631
2397,28761610
2398,28785599
2399,28809598
2400,28833607
2401,28857626
2402,28881655
2403,28905694
2404,28929743
2405,28953802
2406,28977871
2407,29001950
2408,29026039
2409,29050138
2410,29074247
2411,29098366
2412,29122495
2413,29146634
2414,29170783
2415,29194942
2416,29219111
2417,29243290
2418,29267479
2419,29291678
2420,29315887
2421,29340106
2422,29364335
2423,29388574
2424,29412823
2425,29437082
2426,29461351
2427,29485630
2428,29509919
2429,29534218
2430,29558527
2431,29582846
2432,29607175
2433,29631514
2434,29655863
2435,29680222
2436,29704591
2437,29728970
2438,29753359
2439,29777758
2440,29802167
2441,29826586
2442,29851015
2443,29875454
2444,29899903
2445,29924362
2446,29948831
2447,29973310
2448,29997799
2449,30022298
2450,30046807
2451,30071326
2452,30095855
2453,30120394
2454,30144943
2455,30169502
2456,30194071
2457,30218650
2458,30243239
2459,30267838
2460,30292447
2461,30317066
2462,30341695
2463,30366334
2464,30390983
2465,30415642
2466,30440311
2467,30464990
2468,30489679
2469,30514378
2470,30539087
2471,30563806
2472,30588535
2473,30613274
2474,30638023
2475,30662782
2476,30687551
2477,30712330
2478,30737119
2479,30761918
2480,30786727
2481,30811546
2482,30836375
2483,30861214
2484,30886063
2485,30910922
2486,30935791
2487,30960670
2488,30985559
2489,31010458
2490,31035367
2491,31060286
2492,31085215
2493,31110154
2494,31135103
2495,31160062
2496,31185031
2497,31210010
2498,31234999
2499,31259998
2500,31285007
2501,31310026
2502,31335055
2503,31360094
2504,31385143
2505,31410202
2506,31435271
2507,31460350
2508,31485439
2509,31510538
2510,31535647
2511,31560766
2512,31585895
2513,31611034
2514,31636183
2515,31661342
2516,31686511
2517,31711690
2518,31736879
2519,31762078
2520,31787287
2521,31812506
2522,31837735
2523,31862974
2524,31888223
2525,31913482
2526,31938751
2527,31964030
2528,31989319
2529,32014618
2530,32039927
2531,32065246
2532,32090575
2533,32115914
2534,32141263
2535,32166622
2536,32191991
2537,32217370
2538,32242759
2539,32268158
2540,32293567
2541,32318986
2542,32344415
2543,32369854
2544,32395303
2545,32420762
2546,32446231
2547,32471710
2548,32497199
2549,32522698
2550,32548207
2551,32573726
2552,32599255
2553,32624794
2554,32650343
2555,32675902
2556,32701471
2557,32727050
2558,32752639
2559,32778238
2560,32803847
2561,32829466
2562,32855095
2563,32880734
2564,32906383
2565,32932042
2566,32957711
2567,32983390
2568,33009079
2569,33034778
2570,33060487
2571,33086206
2572,33111935
2573,33137674
2574,33163423
2575,33189182
2576,33214951
2577,33240730
2578,33266519
2579,33292318
2580,33318127
2581,33343946
2582,33369775
2583,33395614
2584,33421463
2585,33447322
2586,33473191
2587,33499070
2588,33524959
2589,33550858
2590,33576767
2591,33602686
2592,33628615
2593,33654554
2594,33680503
2595,33706462
2596,33732431
2597,33758410
2598,33784399
2599,33810398
2600,33836407
2601,33862426
2602,33888455
2603,33914494
2604,33940543
2605,33966602
2606,33992671
2607,34018750
2608,34044839
2609,34070938
2610,34097047
2611,34123166
2612,34149295
2613,34175434
2614,34201583
2615,34227742
2616,34253911
2617,34280090
2618,34306279
2619,34332478
2620,34358687
2621,34384906
2622,34411135
2623,34437374
2624,34463623
2625,34489882
2626,34516151
2627,34542430
2628,34568719
2629,34595018
2630,34621327
2631,34647646
2632,34673975
2633,34700314
2634,34726663
2635,34753022
2636,34779391
2637,34805770
2638,34832159
2639,34858558
2640,34884967
2641,34911386
2642,34937815
2643,34964254
2644,34990703
2645,35017162
2646,35043631
2647,35070110
2648,35096599
2649,35123098
2650,35149607
2651,35176126
2652,35202655
2653,35229194
2654,35255743
2655,35282302
2656,35308871
2657,35335450
2658,35362039
2659,35388638
2660,35415247
2661,35441866
2662,35468495
2663,35495134
2664,35521783
2665,35548442
2666,35575111
2667,35601790
2668,35628479
2669,35655178
2670,35681887
2671,35708606
2672,35735335
2673,35762074
2674,35788823
2675,35815582
2676,35842351
2677,35869130
2678,35895919
2679,35922718
2680,35949527
2681,35976346
2682,36003175
2683,36030014
2684,36056863
2685,36083722
2686,36110591
2687,36137470
2688,36164359
2689,36191258
2690,36218167
2691,36245086
2692,36272015
2693,36298954
2694,36325903
2695,36352862
2696,36379831
2697,36406810
2698,36433799
2699,36460798
2700,36487807
2701,36514826
2702,36541855
2703,36568894
2704,36595943
2705,36623002
2706,36650071
2707,36677150
2708,36704239
2709,36731338
2710,36758447
2711,36785566
2712,36812695
2713,36839834
2714,36866983
2715,36894142
2716,36921311
2717,36948490
2718,36975679
2719,37002878
2720,37030087
2721,37057306
2722,37084535
2723,37111774
2724,37139023
2725,37166282
2726,37193551
2727,37220830
2728,37248119
2729,37275418
2730,37302727
2731,37330046
2732,37357375
2733,37384714
2734,37412063
2735,37439422
2736,37466791
2737,37494170
2738,37521559
2739,37548958
2740,37576367
2741,37603786
2742,37631215
2743,37658654
2744,37686103
2745,37713562
2746,37741031
2747,37768510
2748,37795999
2749,37823498
2750,37851007
2751,37878526
2752,37906055
2753,37933594
2754,37961143
2755,37988702
2756,38016271
2757,38043850
2758,38071439
2759,38099038
2760,38126647
2761,38154266
2762,38181895
2763,38209534
2764,38237183
2765,38264842
2766,38292511
2767,38320190
2768,38347879
2769,38375578
2770,38403287
2771,38431006
2772,38458735
2773,38486474
2774,38514223
2775,38541982
2776,38569751
2777,38597530
2778,38625319
2779,38653118
2780,38680927
2781,38708746
2782,38736575
2783,38764414
2784,38792263
2785,38820122
2786,38847991
2787,38875870
2788,38903759
2789,38931658
2790,38959567
2791,38987486
2792,39015415
2793,39043354
2794,39071303
2795,39099262
2796,39127231
2797,39155210
2798,39183199
2799,39211198
2800,39239207
2801,39267226
2802,39295255
2803,39323294
2804,39351343
2805,39379402
2806,39407471
2807,39435550
2808,39463639
2809,39491738
2810,39519847
2811,39547966
2812,39576095
2813,39604234
2814,39632383
2815,39660542
2816,39688711
2817,39716890
2818,39745079
2819,39773278
2820,39801487
2821,39829706
2822,39857935
2823,39886174
2824,39914423
2825,39942682
2826,39970951
2827,39999230
2828,40027519
2829,40055818
2830,40084127
2831,40112446
2832,40140775
2833,40169114
2834,40197463
2835,40225822
2836,40254191
2837,40282570
2838,40310959
2839,40339358
2840,40367767
2841,40396186
2842,40424615
2843,40453054
2844,40481503
2845,40509962
2846,40538431
2847,40566910
2848,40595399
2849,40623898
2850,40652407
2851,40680926
2852,40709455
2853,40737994
2854,40766543
2855,40795102
2856,40823671
2857,40852250
2858,40880839
2859,40909438
2860,40938047
2861,40966666
2862,40995295
2863,41023934
2864,41052583
2865,41081242
2866,41109911
2867,41138590
2868,41167279
2869,41195978
2870,41224687
2871,41253406
2872,41282135
2873,41310874
2874,41339623
2875,41368382
2876,41397151
2877,41425930
2878,41454719
2879,41483518
2880,41512327
2881,41541146
2882,41569975
2883,41598814
2884,41627663
2885,41656522
2886,41685391
2887,41714270
2888,41743159
2889,41772058
2890,41800967
2891,41829886
2892,41858815
2893,41887754
2894,41916703
2895,41945662
2896,41974631
2897,42003610
2898,42032599
2899,42061598
2900,42090607
2901,42119626
2902,42148655
2903,42177694
2904,42206743
2905,42235802
2906,42264871
2907,42293950
2908,42323039
2909,42352138
2910,42381247
2911,42410366
2912,42439495
2913,42468634
2914,42497783
2915,42526942
2916,42556111
2917,42585290
2918,42614479
2919,42643678
2920,42672887
2921,42702106
2922,42731335
2923,42760574
2924,42789823
2925,42819082
2926,42848351
2927,42877630
2928,42906919
2929,42936218
2930,42965527
2931,42994846
2932,43024175
2933,43053514
2934,43082863
2935,43112222
2936,43141591
2937,43170970
2938,43200359
2939,43229758
2940,43259167
2941,43288586
2942,43318015
2943,43347454
2944,43376903
2945,43406362
2946,43435831
2947,43465310
2948,43494799
2949,43524298
2950,43553807
2951,43583326
2952,43612855
2953,43642394
2954,43671943
2955,43701502
2956,43731071
2957,43760650
2958,43790239
2959,43819838
2960,43849447
2961,43879066
2962,43908695
2963,43938334
2964,43967983
2965,43997642
2966,44027311
2967,44056990
2968,44086679
2969,44116378
2970,44146087
2971,44175806
2972,44205535
2973,44235274
2974,44265023
2975,44294782
2976,44324551
2977,44354330
2978,44384119
2979,44413918
2980,44443727
2981,44473546
2982,44503375
2983,44533214
2984,44563063
2985,44592922
2986,44622791
2987,44652670
2988,44682559
2989,44712458
2990,44742367
2991,44772286
2992,44802215
2993,44832154
2994,44862103
2995,44892062
2996,44922031
2997,44952010
2998,44981999
2999,45011998
3000,45042007
3001,45072026
3002,45102055
3003,45132094
3004,45162143
3005,45192202
3006,45222271
3007,45252350
3008,45282439
3009,45312538
3010,45342647
3011,45372766
3012,45402895
3013,45433034
3014,45463183
3015,45493342
3016,45523511
3017,45553690
3018,45583879
3019,45614078
3020,45644287
3021,45674506
3022,45704735
3023,45734974
3024,45765223
3025,45795482
3026,45825751
3027,45856030
3028,45886319
3029,45916618
3030,45946927
3031,45977246
3032,46007575
3033,46037914
3034,46068263
3035,46098622
3036,46128991
3037,46159370
3038,46189759
3039,46220158
3040,46250567
3041,46280986
3042,46311415
3043,46341854
3044,46372303
3045,46402762
3046,46433231
3047,46463710
3048,46494199
3049,46524698
3050,46555207
3051,46585726
3052,46616255
3053,46646794
3054,46677343
3055,46707902
3056,46738471
3057,46769050
3058,46799639
3059,46830238
3060,46860847
3061,46891466
3062,46922095
3063,46952734
3064,46983383
3065,47014042
3066,47044711
3067,47075390
3068,47106079
3069,47136778
3070,47167487
3071,47198206
3072,47228935
3073,47259674
3074,47290423
3075,47321182
3076,47351951
3077,47382730
3078,47413519
3079,47444318
3080,47475127
3081,47505946
3082,47536775
3083,47567614
3084,47598463
3085,47629322
3086,47660191
3087,47691070
3088,47721959
3089,47752858
3090,47783767
3091,47814686
3092,47845615
3093,47876554
3094,47907503
3095,47938462
3096,47969431
3097,48000410
3098,48031399
3099,48062398
3100,48093407
3101,48124426
3102,48155455
3103,48186494
3104,48217543
3105,48248602
3106,48279671
3107,48310750
3108,48341839
3109,48372938
3110,48404047
3111,48435166
3112,48466295
3113,48497434
3114,48528583
3115,48559742
3116,48590911
3117,48622090
3118,48653279
3119,48684478
3120,48715687
3121,48746906
3122,48778135
3123,48809374
3124,48840623
3125,48871882
3126,48903151
3127,48934430
3128,48965719
3129,48997018
3130,49028327
3131,49059646
3132,49090975
3133,49122314
3134,49153663
3135,49185022
3136,49216391
3137,49247770
3138,49279159
3139,49310558
3140,49341967
3141,49373386
3142,49404815
3143,49436254
3144,49467703
3145,49499162
3146,49530631
3147,49562110
3148,49593599
3149,49625098
3150,49656607
3151,49688126
3152,49719655
3153,49751194
3154,49782743
3155,49814302
3156,49845871
3157,49877450
3158,49909039
3159,49940638
3160,49972247
3161,50003866
3162,50035495
3163,50067134
3164,50098783
3165,50130442
3166,50162111
3167,50193790
3168,50225479
3169,50257178
3170,50288887
3171,50320606
3172,50352335
3173,50384074
3174,50415823
3175,50447582
3176,50479351
3177,50511130
3178,50542919
3179,50574718
3180,50606527
3181,50638346
3182,50670175
3183,50702014
3184,50733863
3185,50765722
3186,50797591
3187,50829470
3188,50861359
3189,50893258
3190,50925167
3191,50957086
3192,50989015
3193,51020954
3194,51052903
3195,51084862
3196,51116831
3197,51148810
3198,51180799
3199,51212798
3200,51244807
3201,51276826
3202,51308855
3203,51340894
3204,51372943
3205,51405002
3206,51437071
3207,51469150
3208,51501239
3209,51533338
3210,51565447
3211,51597566
3212,51629695
3213,51661834
3214,51693983
3215,51726142
3216,51758311
3217,51790490
3218,51822679
3219,51854878
3220,51887087
3221,51919306
3222,51951535
3223,51983774
3224,52016023
3225,52048282
3226,52080551
3227,52112830
3228,52145119
3229,52177418
3230,52209727
3231,52242046
3232,52274375
3233,52306714
3234,52339063
3235,52371422
3236,52403791
3237,52436170
3238,52468559
3239,52500958
3240,52533367
3241,52565786
3242,52598215
3243,52630654
3244,52663103
3245,52695562
3246,52728031
3247,52760510
3248,52792999
3249,52825498
3250,52858007
3251,52890526
3252,52923055
3253,52955594
3254,52988143
3255,53020702
3256,53053271
3257,53085850
3258,53118439
3259,53151038
3260,53183647
3261,53216266
3262,53248895
3263,53281534
3264,53314183
3265,53346842
3266,53379511
3267,53412190
3268,53444879
3269,53477578
3270,53510287
3271,53543006
3272,53575735
3273,53608474
3274,53641223
3275,53673982
3276,53706751
3277,53739530
3278,53772319
3279,53805118
3280,53837927
3281,53870746
3282,53903575
3283,53936414
3284,53969263
3285,54002122
3286,54034991
3287,54067870
3288,54100759
3289,54133658
3290,54166567
3291,54199486
3292,54232415
3293,54265354
3294,54298303
3295,54331262
3296,54364231
3297,54397210
3298,54430199
3299,54463198
3300,54496207
3301,54529226
3302,54562255
3303,54595294
3304,54628343
3305,54661402
3306,54694471
3307,54727550
3308,54760639
3309,54793738
3310,54826847
3311,54859966
3312,54893095
3313,54926234
3314,54959383
3315,54992542
3316,55025711
3317,55058890
3318,55092079
3319,55125278
3320,55158487
3321,55191706
3322,55224935
3323,55258174
3324,55291423
3325,55324682
3326,55357951
3327,55391230
3328,55424519
3329,55457818
3330,55491127
3331,55524446
3332,55557775
3333,55591114
3334,55624463
3335,55657822
3336,55691191
3337,55724570
3338,55757959
3339,55791358
3340,55824767
3341,55858186
3342,55891615
3343,55925054
3344,55958503
3345,55991962
3346,56025431
3347,56058910
3348,56092399
3349,56125898
3350,56159407
3351,56192926
3352,56226455
3353,56259994
3354,56293543
3355,56327102
3356,56360671
3357,56394250
3358,56427839
3359,56461438
3360,56495047
3361,56528666
3362,56562295
3363,56595934
3364,56629583
3365,56663242
3366,56696911
3367,56730590
3368,56764279
3369,56797978
3370,56831687
3371,56865406
3372,56899135
3373,56932874
3374,56966623
3375,57000382
3376,57034151
3377,57067930
3378,57101719
3379,57135518
3380,57169327
3381,57203146
3382,57236975
3383,57270814
3384,57304663
3385,57338522
3386,57372391
3387,57406270
3388,57440159
3389,57474058
3390,57507967
3391,57541886
3392,57575815
3393,57609754
3394,57643703
3395,57677662
3396,57711631
3397,57745610
3398,57779599
3399,57813598
3400,57847607
3401,57881626
3402,57915655
3403,57949694
3404,57983743
3405,58017802
3406,58051871
3407,58085950
3408,58120039
3409,58154138
3410,58188247
3411,58222366
3412,58256495
3413,58290634
3414,58324783
3415,58358942
3416,58393111
3417,58427290
3418,58461479
3419,58495678
3420,58529887
3421,58564106
3422,58598335
3423,58632574
3424,58666823
3425,58701082
3426,58735351
3427,58769630
3428,58803919
3429,58838218
3430,58872527
3431,58906846
3432,58941175
3433,58975514
3434,59009863
3435,59044222
3436,59078591
3437,59112970
3438,59147359
3439,59181758
3440,59216167
3441,59250586
3442,59285015
3443,59319454
3444,59353903
3445,59388362
3446,59422831
3447,59457310
3448,59491799
3449,59526298
3450,59560807
3451,59595326
3452,59629855
3453,59664394
3454,59698943
3455,59733502
3456,59768071
3457,59802650
3458,59837239
3459,59871838
3460,59906447
3461,59941066
3462,59975695
3463,60010334
3464,60044983
3465,60079642
3466,60114311
3467,60148990
3468,60183679
3469,60218378
3470,60253087
3471,60287806
3472,60322535
3473,60357274
3474,60392023
3475,60426782
3476,60461551
3477,60496330
3478,60531119
3479,60565918
3480,60600727
3481,60635546
3482,60670375
3483,60705214
3484,60740063
3485,60774922
3486,60809791
3487,60844670
3488,60879559
3489,60914458
3490,60949367
3491,60984286
3492,61019215
3493,61054154
3494,61089103
3495,61124062
3496,61159031
3497,61194010
3498,61228999
3499,61263998
3500,61299007
3501,61334026
3502,61369055
3503,61404094
3504,61439143
3505,61474202
3506,61509271
3507,61544350
3508,61579439
3509,61614538
3510,61649647
3511,61684766
3512,61719895
3513,61755034
3514,61790183
3515,61825342
3516,61860511
3517,61895690
3518,61930879
3519,61966078
3520,62001287
3521,62036506
3522,62071735
3523,62106974
3524,62142223
3525,62177482
3526,62212751
3527,62248030
3528,62283319
3529,62318618
3530,62353927
3531,62389246
3532,62424575
3533,62459914
3534,62495263
3535,62530622
3536,62565991
3537,62601370
3538,62636759
3539,62672158
3540,62707567
3541,62742986
3542,62778415
3543,62813854
3544,62849303
3545,62884762
3546,62920231
3547,62955710
3548,62991199
3549,63026698
3550,63062207
3551,63097726
3552,63133255
3553,63168794
3554,63204343
3555,63239902
3556,63275471
3557,63311050
3558,63346639
3559,63382238
3560,63417847
3561,63453466
3562,63489095
3563,63524734
3564,63560383
3565,63596042
3566,63631711
3567,63667390
3568,63703079
3569,63738778
3570,63774487
3571,63810206
3572,63845935
3573,63881674
3574,63917423
3575,63953182
3576,63988951
3577,64024730
3578,64060519
3579,64096318
3580,64132127
3581,64167946
3582,64203775
3583,64239614
3584,64275463
3585,64311322
3586,64347191
3587,64383070
3588,64418959
3589,64454858
3590,64490767
3591,64526686
3592,64562615
3593,64598554
3594,64634503
3595,64670462
3596,64706431
3597,64742410
3598,64778399
3599,64814398
3600,64850407
3601,64886426
3602,64922455
3603,64958494
3604,64994543
3605,65030602
3606,65066671
3607,65102750
3608,65138839
3609,65174938
3610,65211047
3611,65247166
3612,65283295
3613,65319434
3614,65355583
3615,65391742
3616,65427911
3617,65464090
3618,65500279
3619,65536478
3620,65572687
3621,65608906
3622,65645135
3623,65681374
3624,65717623
3625,65753882
3626,65790151
3627,65826430
3628,65862719
3629,65899018
3630,65935327
3631,65971646
3632,66007975
3633,66044314
3634,66080663
3635,66117022
3636,66153391
3637,66189770
3638,66226159
3639,66262558
3640,66298967
3641,66335386
3642,66371815
3643,66408254
3644,66444703
3645,66481162
3646,66517631
3647,66554110
3648,66590599
3649,66627098
3650,66663607
3651,66700126
3652,66736655
3653,66773194
3654,66809743
3655,66846302
3656,66882871
3657,66919450
3658,66956039
3659,66992638
3660,67029247
3661,67065866
3662,67102495
3663,67139134
3664,67175783
3665,67212442
3666,67249111
3667,67285790
3668,67322479
3669,67359178
3670,67395887
3671,67432606
3672,67469335
3673,67506074
3674,67542823
3675,67579582
3676,67616351
3677,67653130
3678,67689919
3679,67726718
3680,67763527
3681,67800346
3682,67837175
3683,67874014
3684,67910863
3685,67947722
3686,67984591
3687,68021470
3688,68058359
3689,68095258
3690,68132167
3691,68169086
3692,68206015
3693,68242954
3694,68279903
3695,68316862
3696,68353831
3697,68390810
3698,68427799
3699,68464798
3700,68501807
3701,68538826
3702,68575855
3703,68612894
3704,68649943
3705,68687002
3706,68724071
3707,68761150
3708,68798239
3709,68835338
3710,68872447
3711,68909566
3712,68946695
3713,68983834
3714,69020983
3715,69058142
3716,69095311
3717,69132490
3718,69169679
3719,69206878
3720,69244087
3721,69281306
3722,69318535
3723,69355774
3724,69393023
3725,69430282
3726,69467551
3727,69504830
3728,69542119
3729,69579418
3730,69616727
3731,69654046
3732,69691375
3733,69728714
3734,69766063
3735,69803422
3736,69840791
3737,69878170
3738,69915559
3739,69952958
3740,69990367
3741,70027786
3742,70065215
3743,70102654
3744,70140103
3745,70177562
3746,70215031
3747,70252510
3748,70289999
3749,70327498
3750,70365007
3751,70402526
3752,70440055
3753,70477594
3754,70515143
3755,70552702
3756,70590271
3757,70627850
3758,70665439
3759,70703038
3760,70740647
3761,70778266
3762,70815895
3763,70853534
3764,70891183
3765,70928842
3766,70966511
3767,71004190
3768,71041879
3769,71079578
3770,71117287
3771,71155006
3772,71192735
3773,71230474
3774,71268223
3775,71305982
3776,71343751
3777,71381530
3778,71419319
3779,71457118
3780,71494927
3781,71532746
3782,71570575
3783,71608414
3784,71646263
3785,71684122
3786,71721991
3787,71759870
3788,71797759
3789,71835658
3790,71873567
3791,71911486
3792,71949415
3793,71987354
3794,72025303
3795,72063262
3796,72101231
3797,72139210
3798,72177199
3799,72215198
3800,72253207
3801,72291226
3802,72329255
3803,72367294
3804,72405343
3805,72443402
3806,72481471
3807,72519550
3808,72557639
3809,72595738
3810,72633847
3811,72671966
3812,72710095
3813,72748234
3814,72786383
3815,72824542
3816,72862711
3817,72900890
3818,72939079
3819,72977278
3820,73015487
3821,73053706
3822,73091935
3823,73130174
3824,73168423
3825,73206682
3826,73244951
3827,73283230
3828,73321519
3829,73359818
3830,73398127
3831,73436446
3832,73474775
3833,73513114
3834,73551463
3835,73589822
3836,73628191
3837,73666570
3838,73704959
3839,73743358
3840,73781767
3841,73820186
3842,73858615
3843,73897054
3844,73935503
3845,73973962
3846,74012431
3847,74050910
3848,74089399
3849,74127898
3850,74166407
3851,74204926
3852,74243455
3853,74281994
3854,74320543
3855,74359102
3856,74397671
3857,74436250
3858,74474839
3859,74513438
3860,74552047
3861,74590666
3862,74629295
3863,74667934
3864,74706583
3865,74745242
3866,74783911
3867,74822590
3868,74861279
3869,74899978
3870,74938687
3871,74977406
3872,75016135
3873,75054874
3874,75093623
3875,75132382
3876,75171151
3877,75209930
3878,75248719
3879,75287518
3880,75326327
3881,75365146
3882,75403975
3883,75442814
3884,75481663
3885,75520522
3886,75559391
3887,75598270
3888,75637159
3889,75676058
3890,75714967
3891,75753886
3892,75792815
3893,75831754
3894,75870703
3895,75909662
3896,75948631
3897,75987610
3898,76026599
3899,76065598
3900,76104607
3901,76143626
3902,76182655
3903,76221694
3904,76260743
3905,76299802
3906,76338871
3907,76377950
3908,76417039
3909,76456138
3910,76495247
3911,76534366
3912,76573495
3913,76612634
3914,76651783
3915,76690942
3916,76730111
3917,76769290
3918,76808479
3919,76847678
3920,76886887
3921,76926106
3922,76965335
3923,77004574
3924,77043823
3925,77083082
3926,77122351
3927,77161630
3928,77200919
3929,77240218
3930,77279527
3931,77318846
3932,77358175
3933,77397514
3934,77436863
3935,77476222
3936,77515591
3937,77554970
3938,77594359
3939,77633758
3940,77673167
3941,77712586
3942,77752015
3943,77791454
3944,77830903
3945,77870362
3946,77909831
3947,77949310
3948,77988799
3949,78028298
3950,78067807
3951,78107326
3952,78146855
3953,78186394
3954,78225943
3955,78265502
3956,78305071
3957,78344650
3958,78384239
3959,78423838
3960,78463447
3961,78503066
3962,78542695
3963,78582334
3964,78621983
3965,78661642
3966,78701311
3967,78740990
3968,78780679
3969,78820378
3970,78860087
3971,78899806
3972,78939535
3973,78979274
3974,79019023
3975,79058782
3976,79098551
3977,79138330
3978,79178119
3979,79217918
3980,79257727
3981,79297546
3982,79337375
3983,79377214
3984,79417063
3985,79456922
3986,79496791
3987,79536670
3988,79576559
3989,79616458
3990,79656367
3991,79696286
3992,79736215
3993,79776154
3994,79816103
3995,79856062
3996,79896031
3997,79936010
3998,79975999
3999,80015998
4000,80056007
4001,80096026
4002,80136055
4003,80176094
4004,80216143
4005,80256202
4006,80296271
4007,80336350
4008,80376439
4009,80416538
4010,80456647
4011,80496766
4012,80536895
4013,80577034
4014,80617183
4015,80657342
4016,80697511
4017,80737690
4018,80777879
4019,80818078
4020,80858287
4021,80898506
4022,80938735
4023,80978974
4024,81019223
4025,81059482
4026,81099751
4027,81140030
4028,81180319
4029,81220618
4030,81260927
4031,81301246
4032,81341575
4033,81381914
4034,81422263
4035,81462622
4036,81502991
4037,81543370
4038,81583759
4039,81624158
4040,81664567
4041,81704986
4042,81745415
4043,81785854
4044,81826303
4045,81866762
4046,81907231
4047,81947710
4048,81988199
4049,82028698
4050,82069207
4051,82109726
4052,82150255
4053,82190794
4054,82231343
4055,82271902
4056,82312471
4057,82353050
4058,82393639
4059,82434238
4060,82474847
4061,82515466
4062,82556095
4063,82596734
4064,82637383
4065,82678042
4066,82718711
4067,82759390
4068,82800079
4069,82840778
4070,82881487
4071,82922206
4072,82962935
4073,83003674
4074,83044423
4075,83085182
4076,83125951
4077,83166730
4078,83207519
4079,83248318
4080,83289127
4081,83329946
4082,83370775
4083,83411614
4084,83452463
4085,83493322
4086,83534191
4087,83575070
4088,83615959
4089,83656858
4090,83697767
4091,83738686
4092,83779615
4093,83820554
4094,83861503
4095,83902462
4096,83943431
4097,83984410
4098,84025399
4099,84066398
4100,84107407
4101,84148426
4102,84189455
4103,84230494
4104,84271543
4105,84312602
4106,84353671
4107,84394750
4108,84435839
4109,84476938
4110,84518047
4111,84559166
4112,84600295
4113,84641434
4114,84682583
4115,84723742
4116,84764911
4117,84806090
4118,84847279
4119,84888478
4120,84929687
4121,84970906
4122,85012135
4123,85053374
4124,85094623
4125,85135882
4126,85177151
4127,85218430
4128,85259719
4129,85301018
4130,85342327
4131,85383646
4132,85424975
4133,85466314
4134,85507663
4135,85549022
4136,85590391
4137,85631770
4138,85673159
4139,85714558
4140,85755967
4141,85797386
4142,85838815
4143,85880254
4144,85921703
4145,85963162
4146,86004631
4147,86046110
4148,86087599
4149,86129098
4150,86170607
4151,86212126
4152,86253655
4153,86295194
4154,86336743
4155,86378302
4156,86419871
4157,86461450
4158,86503039
4159,86544638
4160,86586247
4161,86627866
4162,86669495
4163,86711134
4164,86752783
4165,86794442
4166,86836111
4167,86877790
4168,86919479
4169,86961178
4170,87002887
4171,87044606
4172,87086335
4173,87128074
4174,87169823
4175,87211582
4176,87253351
4177,87295130
4178,87336919
4179,87378718
4180,87420527
4181,87462346
4182,87504175
4183,87546014
4184,87587863
4185,87629722
4186,87671591
4187,87713470
4188,87755359
4189,87797258
4190,87839167
4191,87881086
